Sample,Total,Assigned,Unassigned_rRNA,Unassigned_Unmapped,Unassigned_Read_Type,Unassigned_Singleton,Unassigned_MappingQuality,Unassigned_Chimera,Unassigned_FragmentLength,Unassigned_Duplicate,Unassigned_MultiMapping,Unassigned_Secondary,Unassigned_NonSplit,Unassigned_NoFeatures,Unassigned_Overlapping_Length,Unassigned_Ambiguity,percent_assigned,reads_processed,reads_aligned,reads_aligned_percentage,not_aligned,not_aligned_percentage,Filename,File type,Encoding,Total Sequences,Sequences flagged as poor quality,Sequence length,%GC,total_deduplicated_percentage,avg_sequence_length,basic_statistics,per_base_sequence_quality,per_tile_sequence_quality,per_sequence_quality_scores,per_base_sequence_content,per_sequence_gc_content,per_base_n_content,sequence_length_distribution,sequence_duplication_levels,overrepresented_sequences,adapter_content,cutadapt_version,r_processed,r_with_adapters,r_written,bp_processed,quality_trimmed,bp_written,percent_trimmed,pe_sense,pe_antisense,failed,se_sense,se_antisense
p1k_00288,10229661,7784886,130779,450154,0,0,0,0,200837,0,0,0,0,1113488,389102,160415,76.10111420114508,10229661.0,9779507.0,95.6,450154.0,4.4,p1k_00288_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10229661.0,0.0,21-101,51.0,18.29906193084736,99.79036607371448,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10256409,3041241,10256409,1035897309,313743,1031237127,0.4498691095644115,0.0197,0.4385,0.5418,,
p1k_00289,9090593,6631471,624125,411888,0,0,0,0,181608,0,0,0,0,785680,322429,133392,72.94871742690493,9090593.0,8678705.0,95.47,411888.0,4.53,p1k_00289_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9090593.0,0.0,20-101,50.0,20.219464720667464,99.54950529629916,pass,pass,fail,pass,warn,warn,pass,warn,fail,warn,pass,2.6,9113397,2690201,9113397,920453097,278850,916334564,0.4474462646085268,0.018,0.4258,0.5563,,
p1k_00290,8822119,6591028,413284,460744,0,0,0,0,147726,0,0,0,0,765574,320705,123058,74.7102595192833,8822119.0,8361375.0,94.78,460744.0,5.22,p1k_00290_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8822119.0,0.0,20-101,50.0,20.193081441317204,99.54966261507016,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,8847609,2755237,8847609,893608509,4944782,884775491,0.9884661919663972,0.0176,0.4372,0.5452,,
p1k_00291,10090190,7558886,1337,420004,0,0,0,0,206540,0,0,0,0,1352453,397333,153637,74.91321768965699,10090190.0,9670186.0,95.84,420004.0,4.16,p1k_00291_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10090190.0,0.0,20-101,51.0,16.132088356650012,99.7970379150442,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,10114540,3021826,10114540,1021568540,4923498,1012378678,0.8995834973539807,0.0233,0.4538,0.5229,,
p1k_00292,10220877,7624510,1295,516101,0,0,0,0,195247,0,0,0,0,1329102,397781,156841,74.59741468369103,10220877.0,9704776.0,94.95,516101.0,5.05,p1k_00292_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10220877.0,0.0,20-101,50.0,22.291832658792764,99.54535603940836,pass,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,2.6,10250345,3046809,10250345,1035284845,5916732,1025085215,0.9852003580715024,0.0237,0.4484,0.5279,,
p1k_00293,9361165,5881742,781,1844023,0,0,0,0,222365,0,0,0,0,982224,298807,131223,62.83130358240668,9361165.0,7517142.0,80.3,1844023.0,19.7,p1k_00293_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9361165.0,0.0,20-100,50.0,33.304368332955235,98.95269189251552,pass,pass,warn,pass,fail,warn,pass,warn,fail,warn,pass,2.6,9398646,2699247,9398646,939864600,1071176,934945548,0.5233787930729596,0.0233,0.4545,0.5222,,
p1k_00294,6869528,4339302,8435,1332647,0,0,0,0,161477,0,0,0,0,710735,224384,92548,63.1673966537439,6869528.0,5536881.0,80.6,1332647.0,19.4,p1k_00294_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6869528.0,0.0,20-100,51.0,21.703049550751008,99.25061343370317,pass,pass,warn,pass,fail,pass,pass,warn,fail,fail,pass,2.6,6888024,1973722,6888024,688802400,733155,685295342,0.5091529878525394,0.0218,0.4607,0.5174,,
p1k_00295,9096986,6958462,588,564353,0,0,0,0,235277,0,0,0,0,819764,345987,172555,76.49195019097534,9096986.0,8532633.0,93.8,564353.0,6.2,p1k_00295_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9096986.0,0.0,20-101,50.0,21.3724707278656,99.53535467681274,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,9131688,2831291,9131688,922300488,6089417,912216323,1.0933708841320704,0.0232,0.4084,0.5684,,
p1k_00296,7142730,5527874,564,300149,0,0,0,0,164379,0,0,0,0,769905,259897,119962,77.39161357072156,7142730.0,6842581.0,95.8,300149.0,4.2,p1k_00296_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7142730.0,0.0,20-101,50.0,24.019495324265293,99.59716550954607,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,7168314,2215561,7168314,723999714,4334110,716688274,1.0098678022405958,0.0276,0.409,0.5634,,
p1k_00297,11594598,7694491,54744,569500,0,0,0,0,127693,0,0,0,0,2619843,373343,154984,66.36272339929336,11594598.0,11025098.0,95.09,569500.0,4.91,p1k_00297_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11594598.0,0.0,20-101,51.0,16.9760561004758,99.57027263903414,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,11650722,3461135,11650722,1176722922,486714,1171330916,0.4582222288009445,0.1441,0.3869,0.4689,,
p1k_00298,7123134,5090557,513521,308160,0,0,0,0,141362,0,0,0,0,701480,262303,105751,71.46513037660108,7123134.0,6814974.0,95.67,308160.0,4.33,p1k_00298_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7123134.0,0.0,20-101,51.0,19.19468654545544,99.79091001236252,pass,pass,warn,pass,fail,warn,pass,warn,fail,fail,pass,2.6,7140798,2210516,7140798,721220598,3735309,714355571,0.9518623038550544,0.0181,0.4181,0.5638,,
p1k_00299,10465973,7201520,11316,862333,0,0,0,0,392274,0,0,0,0,1464259,375340,158931,68.80889144277364,10465973.0,9603640.0,91.76,862333.0,8.24,p1k_00299_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10465973.0,0.0,20-100,52.0,18.98144362932477,99.2763283452002,pass,pass,fail,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10497593,3161778,10497593,1049759300,6497083,1038801913,1.0437999453779547,0.053,0.447,0.5001,,
p1k_00300,7606167,5337316,716082,363003,0,0,0,0,127921,0,0,0,0,695083,257313,109449,70.17090211140513,7606167.0,7243164.0,95.23,363003.0,4.77,p1k_00300_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7606167.0,0.0,20-101,51.0,21.84871898435384,99.57516078729272,pass,pass,fail,pass,warn,warn,pass,warn,fail,warn,pass,2.6,7623518,2357626,7623518,769975318,3641920,763020411,0.9032636290297296,0.018,0.422,0.56,,
p1k_00301,8240890,6360651,4628,342445,0,0,0,0,172501,0,0,0,0,923761,309301,127603,77.18402988026779,8240890.0,7898445.0,95.84,342445.0,4.16,p1k_00301_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8240890.0,0.0,20-101,51.0,19.11962497724336,99.79312040325742,pass,pass,warn,pass,fail,fail,pass,warn,fail,fail,pass,2.6,8260472,2569812,8260472,834307672,3954536,826762863,0.9043197435681736,0.023,0.4626,0.5144,,
p1k_00302,9504145,7465985,3232,378460,0,0,0,0,145329,0,0,0,0,1020932,354434,135773,78.55504098474928,9504145.0,9125685.0,96.02,378460.0,3.98,p1k_00302_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9504145.0,0.0,20-101,50.0,20.71565235966176,99.59816206507791,pass,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,2.6,9523093,2883431,9523093,961832393,4134407,953631375,0.8526452279716472,0.0185,0.4659,0.5155,,
p1k_00303,9745432,7546775,22833,424414,0,0,0,0,159508,0,0,0,0,1125309,342186,124407,77.43910172478758,9745432.0,9321018.0,95.64,424414.0,4.36,p1k_00303_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9745432.0,0.0,20-101,50.0,20.99232802298076,99.5928549909332,pass,pass,pass,pass,warn,pass,pass,warn,fail,warn,pass,2.6,9765788,2904163,9765788,986344588,257011,981780311,0.4627466967963938,0.0202,0.4839,0.4959,,
p1k_00304,9627733,7448616,79471,371785,0,0,0,0,135680,0,0,0,0,1137705,334023,120453,77.3662501857914,9627733.0,9255948.0,96.14,371785.0,3.86,p1k_00304_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9627733.0,0.0,20-101,51.0,17.717682666659787,99.78993767276263,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,9643442,2848280,9643442,973987642,248925,969628526,0.4475535224501339,0.0194,0.4832,0.4974,,
p1k_00305,10943070,8346032,1194,513824,0,0,0,0,223351,0,0,0,0,1301110,411806,145753,76.26773839516699,10943070.0,10429246.0,95.3,513824.0,4.7,p1k_00305_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10943070.0,0.0,20-101,50.0,19.964631643388262,99.58450763816737,pass,pass,pass,pass,warn,warn,pass,warn,fail,fail,pass,2.6,10970781,3234873,10970781,1108048881,284274,1103087940,0.44771860565599,0.0206,0.487,0.4924,,
p1k_00306,11671960,8768146,1961,565586,0,0,0,0,205960,0,0,0,0,1528763,445264,156280,75.12145346625589,11671960.0,11106374.0,95.15,565586.0,4.85,p1k_00306_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11671960.0,0.0,20-101,51.0,15.48564916859936,99.7918517541184,pass,pass,pass,pass,fail,fail,pass,warn,fail,fail,pass,2.6,11701163,3530496,11701163,1181817463,5809662,1171013089,0.9142168175932598,0.025,0.4701,0.505,,
p1k_00307,8803430,6405556,541,612666,0,0,0,0,141968,0,0,0,0,1217037,302601,123061,72.76204842885102,8803430.0,8190764.0,93.04,612666.0,6.96,p1k_00307_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8803430.0,0.0,21-101,51.0,20.004289113073035,99.78646186770384,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8854703,2624151,8854703,894325003,269441,890272751,0.4531073140532559,0.034,0.4376,0.5285,,
p1k_00308,7824323,5593049,541,475347,0,0,0,0,139331,0,0,0,0,1238256,266548,111251,71.48284905927325,7824323.0,7348976.0,93.92,475347.0,6.08,p1k_00308_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,7824323.0,0.0,20-101,51.0,20.02808282447432,99.78492554563506,pass,pass,warn,pass,fail,pass,pass,warn,fail,fail,pass,2.6,7866299,2424817,7866299,794496199,6390119,784630843,1.2417121708596115,0.0435,0.4281,0.5284,,
p1k_00309,9522278,7049256,25616,639349,0,0,0,0,154040,0,0,0,0,1250690,289628,113699,74.02909261838396,9522278.0,8882929.0,93.29,639349.0,6.71,p1k_00309_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9522278.0,0.0,21-101,51.0,17.700407319485077,99.78673002405516,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9569061,2869101,9569061,966475161,288975,962074026,0.4553800426123937,0.0331,0.4611,0.5058,,
p1k_00310,8910007,6604981,4708,553344,0,0,0,0,171567,0,0,0,0,1190436,270210,114761,74.12991931431704,8910007.0,8356663.0,93.79,553344.0,6.21,p1k_00310_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8910007.0,0.0,21-101,51.0,17.259477023552957,99.78480802540336,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,8966499,2697846,8966499,905616399,280656,901469831,0.4578724506953191,0.0376,0.4599,0.5025,,
p1k_00311,8588339,6290836,3448,628701,0,0,0,0,132737,0,0,0,0,1176747,253239,102631,73.24857577233502,8588339.0,7959638.0,92.68,628701.0,7.32,p1k_00311_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,8588339.0,0.0,20-101,51.0,21.27898625766587,99.57554050905536,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,8621068,2673652,8621068,870727868,5284841,861570223,1.0517229706951334,0.0341,0.4743,0.4916,,
p1k_00312,10455068,7867794,2021,493340,0,0,0,0,187153,0,0,0,0,1452698,308054,144008,75.25339863882282,10455068.0,9961728.0,95.28,493340.0,4.72,p1k_00312_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10455068.0,0.0,20-101,51.0,20.205182162064723,99.56135397684643,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,10514687,3211769,10514687,1061983387,8907869,1048745573,1.2465179928469068,0.0337,0.4682,0.498,,
p1k_00313,6949550,5271142,1955,378004,0,0,0,0,120262,0,0,0,0,813535,246975,117677,75.8486808498392,6949550.0,6571546.0,94.56,378004.0,5.44,p1k_00313_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6949550.0,0.0,20-101,51.0,24.00370820345772,99.57683821254614,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,6978590,2072203,6978590,704837590,217597,701727684,0.4412230624646452,0.0309,0.4094,0.5596,,
p1k_00314,6725966,4987705,1074,471343,0,0,0,0,99933,0,0,0,0,827211,237266,101434,74.15596510597882,6725966.0,6254623.0,92.99,471343.0,7.01,p1k_00314_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,6725966.0,0.0,20-101,52.0,22.453164970361552,99.77089209193149,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,6757362,2037976,6757362,682493562,372317,679243739,0.4761690338113402,0.0327,0.4091,0.5582,,
p1k_00315,9868993,7084826,1364,732405,0,0,0,0,153473,0,0,0,0,1405000,355941,135984,71.78874278257163,9868993.0,9136588.0,92.58,732405.0,7.42,p1k_00315_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9868993.0,0.0,20-101,51.0,21.77361295412132,99.57798571748911,pass,pass,fail,pass,warn,pass,pass,warn,fail,warn,pass,2.6,9936117,3102848,9936117,1003547817,9083588,990113520,1.3386803072483788,0.0358,0.4408,0.5234,,
p1k_00316,9295099,6659621,1143,754679,0,0,0,0,131412,0,0,0,0,1292134,330675,125435,71.64658493685758,9295099.0,8540420.0,91.88,754679.0,8.12,p1k_00316_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9295099.0,0.0,20-101,51.0,19.73392017561283,99.79130980745876,pass,pass,warn,pass,warn,pass,pass,warn,fail,fail,pass,2.6,9341336,2768774,9341336,943474936,274816,939241498,0.4487069914064999,0.0354,0.4442,0.5203,,
p1k_00317,12746265,10211577,230277,264004,0,0,0,0,190875,0,0,0,0,731121,611676,506735,80.11426876814502,12746265.0,12482261.0,97.93,264004.0,2.07,p1k_00317_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12746265.0,0.0,20-40,50.0,19.08809563582262,39.33562671104045,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12764528,999574,12764528,505462788,786615,503374976,0.4130495952552693,0.0387,0.4004,0.5609,,
p1k_00318,13555921,10554571,577579,293040,0,0,0,0,230773,0,0,0,0,739585,633150,527223,77.85949032898614,13555921.0,13262881.0,97.84,293040.0,2.16,p1k_00318_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13555921.0,0.0,20-40,50.0,18.46459796140822,39.33532918936309,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13578580,1053723,13578580,537715942,814679,535534980,0.405597422291043,0.0384,0.3904,0.5711,,
p1k_00319,9400090,7670246,5469,201610,0,0,0,0,59886,0,0,0,0,569637,623862,269380,81.59758044869783,9400090.0,9198480.0,97.86,201610.0,2.14,p1k_00319_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9400090.0,0.0,20-40,50.0,20.482549806343368,38.94231044596381,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9412703,4422006,9412703,372738756,672601,366549457,1.6604924763981344,0.0403,0.4094,0.5503,,
p1k_00320,10765722,8786291,5311,218869,0,0,0,0,165270,0,0,0,0,598028,701968,289985,81.61357872700037,10765722.0,10546853.0,97.97,218869.0,2.03,p1k_00320_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10765722.0,0.0,20-40,50.0,19.26520934994913,38.95402352020608,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10779956,5069471,10779956,426891701,643299,419917470,1.6337237251656014,0.0398,0.4126,0.5476,,
p1k_00321,12796515,10418333,5698,313457,0,0,0,0,186803,0,0,0,0,740982,609107,522135,81.41539317540753,12796515.0,12483058.0,97.55,313457.0,2.45,p1k_00321_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12796515.0,0.0,20-40,50.0,19.34043662753039,39.34174749922147,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12815322,1665465,12815322,507316674,1701821,503585600,0.7354526652124191,0.0391,0.411,0.5499,,
p1k_00322,11893593,9678050,5480,272280,0,0,0,0,192318,0,0,0,0,643773,760691,341001,81.37196219847105,11893593.0,11621313.0,97.71,272280.0,2.29,p1k_00322_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11893593.0,0.0,20-40,51.0,18.242945106774528,38.95246650864882,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11911009,5067154,11911009,471517170,1582443,462957090,1.8154333595105347,0.0397,0.4091,0.5512,,
p1k_00323,12065303,9802839,14433,265179,0,0,0,0,179836,0,0,0,0,723533,758235,321248,81.24817917958629,12065303.0,11800124.0,97.8,265179.0,2.2,p1k_00323_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12065303.0,0.0,20-40,51.0,18.498771185543887,38.95294821854039,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12081648,5681393,12081648,478415249,734796,470610175,1.631443399079447,0.0373,0.418,0.5447,,
p1k_00324,15739502,12769536,6671,342095,0,0,0,0,229475,0,0,0,0,984601,983364,423760,81.13049574249554,15739502.0,15397407.0,97.83,342095.0,2.17,p1k_00324_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,15739502.0,0.0,20-40,51.0,16.5945412886221,38.95357146623826,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,15762786,6718810,15762786,624004207,2105114,612644707,1.8204204190565656,0.0378,0.4226,0.5396,,
p1k_00325,12540221,10190447,3168,285048,0,0,0,0,185415,0,0,0,0,851872,738490,285781,81.2621005642564,12540221.0,12255173.0,97.73,285048.0,2.27,p1k_00325_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12540221.0,0.0,20-40,49.0,18.74474786052696,38.9157705434378,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12557614,5338082,12557614,497076460,1619322,488148110,1.796172363503192,0.0344,0.479,0.4866,,
p1k_00326,13944061,11779307,3970,290558,0,0,0,0,102651,0,0,0,0,856682,498747,412146,84.47544083463202,13944061.0,13653503.0,97.92,290558.0,2.08,p1k_00326_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,13944061.0,0.0,20-40,52.0,16.926126118054327,39.43978393381957,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,13965266,1066362,13965266,552988804,807711,550779161,0.3995818692922397,0.0262,0.4823,0.4915,,
p1k_00327,12675480,10315459,3872,290125,0,0,0,0,105540,0,0,0,0,908038,768450,283996,81.38121002123786,12675480.0,12385355.0,97.71,290125.0,2.29,p1k_00327_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12675480.0,0.0,20-40,49.0,20.79546456265478,38.87815293779801,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12693186,5943737,12693186,502622675,826460,494361982,1.6435177740439189,0.0339,0.472,0.4941,,
p1k_00328,11377830,9001965,283366,252203,0,0,0,0,173146,0,0,0,0,725169,517962,424019,79.11846986639807,11377830.0,11125627.0,97.78,252203.0,2.22,p1k_00328_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11377830.0,0.0,20-40,50.0,19.8044064128048,39.33660645307585,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11393574,883132,11393574,451162211,669931,449340842,0.4037060187206148,0.0359,0.4515,0.5126,,
p1k_00329,12035471,10098293,10532,258871,0,0,0,0,152257,0,0,0,0,588742,652785,273991,83.9044271719819,12035471.0,11776600.0,97.85,258871.0,2.15,p1k_00329_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12035471.0,0.0,20-40,51.0,17.800320365486407,38.94277349012764,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12055257,5702773,12055257,477311866,711809,469458705,1.6452892876541223,0.0327,0.4143,0.553,,
p1k_00330,10637706,8711367,13625,208733,0,0,0,0,160572,0,0,0,0,643377,516405,383627,81.89140591025922,10637706.0,10428973.0,98.04,208733.0,1.96,p1k_00330_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10637706.0,0.0,20-40,50.0,19.56194536566657,39.33483675897792,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10654382,1417735,10654382,421714585,1432854,418562106,0.7475385277462007,0.04,0.4235,0.5365,,
p1k_00331,10303454,8403742,6323,239063,0,0,0,0,190738,0,0,0,0,645579,612119,205890,81.56237704365934,10303454.0,10064391.0,97.68,239063.0,2.32,p1k_00331_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10303454.0,0.0,20-40,49.0,19.67801373717749,38.91116775015446,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10321668,4403301,10321668,408573815,1468166,401061840,1.838584540715121,0.0367,0.4514,0.5119,,
p1k_00332,10260321,8314743,6001,263855,0,0,0,0,220092,0,0,0,0,637019,610259,208352,81.03784472240196,10260321.0,9996466.0,97.43,263855.0,2.57,p1k_00332_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10260321.0,0.0,20-40,51.0,19.46331522909644,38.93921272053769,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10278684,4374396,10278684,406867226,1549100,399316496,1.855821633566524,0.0362,0.4486,0.5152,,
p1k_00333,11863638,9533399,12907,259754,0,0,0,0,310695,0,0,0,0,753327,557052,436504,80.35814140653989,11863638.0,11603884.0,97.81,259754.0,2.19,p1k_00333_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11863638.0,0.0,20-40,50.0,18.206703384162832,39.32194921996103,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11885242,933343,11885242,470557580,725578,468602261,0.4155323563165213,0.0381,0.4472,0.5147,,
p1k_00334,11304756,9032218,37340,267354,0,0,0,0,266537,0,0,0,0,764396,679371,257540,79.89750508547021,11304756.0,11037402.0,97.64,267354.0,2.36,p1k_00334_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11304756.0,0.0,20-40,49.0,19.170565290557352,38.90450479426535,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11324991,5329447,11324991,448383231,706153,440965180,1.6543997382453404,0.0384,0.4561,0.5054,,
p1k_00335,11335334,9197769,12369,272034,0,0,0,0,187250,0,0,0,0,717917,681274,266721,81.14246126316172,11335334.0,11063300.0,97.6,272034.0,2.4,p1k_00335_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11335334.0,0.0,20-40,49.0,18.922978173821555,38.90501056254716,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11356212,5358014,11356212,449602709,692935,442166507,1.653949553938297,0.0393,0.4487,0.512,,
p1k_00336,11738874,9525853,18155,284104,0,0,0,0,224022,0,0,0,0,708796,548946,428998,81.14792781658615,11738874.0,11454770.0,97.58,284104.0,2.42,p1k_00336_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11738874.0,0.0,20-40,50.0,18.87004754934375,39.32516227706337,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11759777,1584084,11759777,465458785,1738271,461796897,0.7867265841808099,0.0379,0.446,0.5161,,
p1k_00337,11675169,9413975,8036,279130,0,0,0,0,199500,0,0,0,0,946481,624003,204044,80.63245165872974,11675169.0,11396039.0,97.61,279130.0,2.39,p1k_00337_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11675169.0,0.0,20-40,51.0,17.71164572184003,38.933428030035365,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11697060,5490208,11697060,463066717,715345,455401070,1.655408760461616,0.0313,0.5266,0.442,,
p1k_00338,9622239,7787490,8924,225163,0,0,0,0,119607,0,0,0,0,792229,519781,169045,80.93220299350287,9622239.0,9397076.0,97.66,225163.0,2.34,p1k_00338_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,9622239.0,0.0,20-40,51.0,19.119973596753056,38.927280230723845,pass,pass,warn,pass,fail,pass,pass,warn,fail,warn,pass,2.6,9639392,4096278,9639392,381546052,1445308,374517108,1.842226898471485,0.0341,0.53,0.4359,,
p1k_00339,10447942,8419473,6675,244465,0,0,0,0,218203,0,0,0,0,763037,587065,209024,80.5849898477614,10447942.0,10203477.0,97.66,244465.0,2.34,p1k_00339_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,10447942.0,0.0,20-40,49.0,19.419441784419668,38.90911301000714,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,10467069,4452720,10467069,414311884,1551251,406672312,1.843918143559696,0.0353,0.4922,0.4726,,
p1k_00340,12381119,10056607,13996,267509,0,0,0,0,143631,0,0,0,0,1011761,666930,220685,81.22534804810454,12381119.0,12113610.0,97.84,267509.0,2.16,p1k_00340_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12381119.0,0.0,20-40,49.0,18.13569634666698,38.91493458709184,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12403465,5826110,12403465,491054276,731623,482969560,1.646399674157404,0.033,0.5054,0.4617,,
p1k_00341,14156482,11638842,628,311942,0,0,0,0,115814,0,0,0,0,903290,648010,537956,82.21563803775543,14156482.0,13844540.0,97.8,311942.0,2.2,p1k_00341_val_1.fq.gz,Conventional base calls,Sanger / Illumina 1.9,14156482.0,0.0,20-40,51.0,18.554843961553388,39.5419366195641,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,14182130,4345116,14182130,567285200,2079969,559475907,1.3766079213771134,0.0378,0.4136,0.5486,,
p1k_00342,12694918,10364054,774,216633,0,0,0,0,124584,0,0,0,0,856149,676368,456356,81.63939302325545,12694918.0,12478285.0,98.29,216633.0,1.71,p1k_00342_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,12694918.0,0.0,20-40,49.0,18.10243998234108,39.43833028303137,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,12723542,4444360,12723542,508941680,801206,502433639,1.2787400316672826,0.0406,0.4135,0.546,,
p1k_00343,11360171,9328861,693,213862,0,0,0,0,55196,0,0,0,0,739999,611648,409912,82.11901915913062,11360171.0,11146309.0,98.12,213862.0,1.88,p1k_00343_val_2.fq.gz,Conventional base calls,Sanger / Illumina 1.9,11360171.0,0.0,20-40,49.0,19.45416698773116,39.42786054893012,pass,pass,pass,pass,fail,pass,pass,warn,fail,warn,pass,2.6,11382061,3833727,11382061,455282440,1831847,448080683,1.5818218247117106,0.0397,0.407,0.5533,,
